Location,Bedroom,Total_Sqft,Bathroom,Price,Price/Sqft
Hennur Road,2,1232.0,2.0,8900000,7224.03
Hennur Road,3,1250.0,2.0,7788000,6230.4
Hennur Road,4,2502.0,4.0,18000000,7194.24
Hennur Road,3,1831.0,3.0,11000000,6007.65
Hennur Road,2,1232.0,2.0,8700000,7061.69
Hennur Road,2,1232.0,2.0,7400000,6006.49
Hennur Road,2,1232.0,2.0,6600000,5357.14
Hennur Road,2,1341.0,2.0,9500000,7084.27
Hennur Road,3,2700.0,3.0,15000000,5555.56
Hennur Road,2,1232.0,2.0,8800000,7142.86
Hennur Road,3,2365.0,4.0,17500000,7399.58
Hennur Road,2,1310.0,2.0,6600000,5038.17
Hennur Road,3,1552.0,3.0,7500000,4832.47
Hennur Road,2,1015.0,2.0,5000000,4926.11
Hennur Road,3,1186.0,2.0,5533000,4665.26
Hennur Road,3,2264.0,3.0,16800000,7420.49
Hennur Road,3,2002.0,3.0,12000000,5994.01
Hennur Road,2,1232.0,2.0,6959999,5649.35
Hennur Road,2,1195.0,2.0,7300000,6108.79
Hennur Road,2,1020.0,2.0,4700000,4607.84
Hennur Road,5,5100.0,6.0,37500000,7352.94
Hennur Road,2,1061.0,2.0,5492000,5176.25
Hennur Road,3,1585.0,2.0,8000000,5047.32
Hennur Road,2,1020.0,2.0,4500000,4411.76
Hennur Road,3,2041.0,3.0,12800000,6271.44
Hennur Road,2,1232.0,2.0,8700000,7061.69
Hennur Road,2,1066.0,2.0,5223000,4899.62
Hennur Road,2,973.0,2.0,5600000,5755.4
Hennur Road,2,1255.0,2.0,8400000,6693.23
Hennur Road,2,1232.0,2.0,8300000,6737.01
Hennur Road,3,1832.0,3.0,11600000,6331.88
Hennur Road,3,2050.0,3.0,12000000,5853.66
Hennur Road,3,1445.0,2.0,8669000,5999.31
Hennur Road,3,1445.0,2.0,8300000,5743.94
Hennur Road,3,1679.0,3.0,9486000,5649.79
Hennur Road,3,1482.0,2.0,6890000,4649.12
Hennur Road,3,1654.0,3.0,9780000,5912.94
Hennur Road,3,1480.0,3.0,10000000,6756.76
Hennur Road,3,1450.0,3.0,8860000,6110.34
Hennur Road,2,1155.0,2.0,6918000,5989.61
Hennur Road,2,1053.0,2.0,5300000,5033.24
Hennur Road,2,1195.0,2.0,5900000,4937.24
Hennur Road,3,1904.0,3.0,12900000,6775.21
Hennur Road,3,1981.0,3.0,13400000,6764.26
Hennur Road,2,1155.0,2.0,6918000,5989.61
Hennur Road,4,2000.0,4.0,9000000,4500.0
Hennur Road,3,1590.0,3.0,10500000,6603.77
Hennur Road,3,2041.0,3.0,13800000,6761.39
Hennur Road,3,1100.0,2.0,7800000,7090.91
Hennur Road,4,1880.0,4.0,15400000,8191.49
Hennur Road,2,1232.0,2.0,6961000,5650.16
Hennur Road,3,1748.0,3.0,10300000,5892.45
Hennur Road,2,1460.0,2.0,8030000,5500.0
Hennur Road,3,1570.0,3.0,7598999,4840.13
Hennur Road,3,1933.0,3.0,14000000,7242.63
Hennur Road,2,1030.0,2.0,4650000,4514.56
Hennur Road,2,1232.0,2.0,6961000,5650.16
Hennur Road,3,1450.0,3.0,7900000,5448.28
Hennur Road,3,1445.0,2.0,8956000,6197.92
Hennur Road,2,973.0,2.0,5074000,5214.8
Hennur Road,3,1482.0,2.0,8373000,5649.8
Hennur Road,3,1305.0,2.0,7700000,5900.38
Hennur Road,3,1672.0,3.0,8600000,5143.54
Hennur Road,2,1165.0,2.0,6700000,5751.07
Hennur Road,2,980.0,2.0,5100000,5204.08
Hennur Road,2,1232.0,2.0,8000000,6493.51
Hennur Road,2,1085.0,2.0,4340000,4000.0
Hennur Road,2,950.0,2.0,5500000,5789.47
Hennur Road,2,1140.0,2.0,5600000,4912.28
Hennur Road,3,1891.0,3.0,11000000,5817.03
Hennur Road,3,1735.0,3.0,7800000,4495.68
Hennur Road,3,1470.0,2.0,7500000,5102.04
Hennur Road,2,1165.0,2.0,5200000,4463.52
Hennur Road,2,1450.0,2.0,8000000,5517.24
Hennur Road,2,1155.0,2.0,6918000,5989.61
Hennur Road,3,1936.0,3.0,13100000,6766.53
Hoodi,2,985.0,2.0,6700000,6802.03
Hoodi,3,1715.0,2.0,9500000,5539.36
Hoodi,4,2118.0,4.0,11100000,5240.79
Hoodi,2,1425.0,2.0,8000000,5614.04
Hoodi,2,1420.0,2.0,7500000,5281.69
Hoodi,3,1639.0,3.0,11000000,6711.41
Hoodi,3,1606.0,3.0,8955000,5575.97
Hoodi,3,1639.0,3.0,9832000,5998.78
Hoodi,4,2090.0,4.0,9510000,4550.24
Hoodi,4,2863.0,4.0,14000000,4889.98
Hoodi,3,1512.0,3.0,7577000,5011.24
Hoodi,2,1026.0,2.0,6087000,5932.75
Hoodi,2,1050.0,2.0,5000000,4761.9
Hoodi,2,1400.0,2.0,7800000,5571.43
Hoodi,5,2400.0,5.0,16000000,6666.67
Hoodi,2,1196.0,2.0,7173999,5998.33
Hoodi,3,1553.0,3.0,8309000,5350.29
Hoodi,2,1500.0,2.0,8400000,5600.0
Hoodi,2,1055.0,2.0,5763000,5462.56
Hoodi,3,1925.0,2.0,11400000,5922.08
Hoodi,2,1400.0,2.0,8200000,5857.14
Hoodi,3,1746.0,3.0,8495000,4865.41
Hoodi,1,706.0,1.0,4824000,6832.86
Hoodi,2,1257.0,2.0,6900000,5489.26
Hoodi,2,1132.0,2.0,6790000,5998.23
Hoodi,3,1925.0,3.0,11000000,5714.29
Hoodi,3,1769.0,3.0,9687000,5475.98
Hoodi,2,1257.0,2.0,7103000,5650.76
Hoodi,2,1305.0,2.0,7500000,5747.13
Hoodi,3,1490.0,3.0,7900000,5302.01
Hoodi,2,1240.0,2.0,6500000,5241.94
Hoodi,3,1370.0,3.0,6700000,4890.51
Hoodi,2,1108.0,2.0,7423000,6699.46
Hoodi,2,1257.0,2.0,6850000,5449.48
Hoodi,2,1000.0,2.0,4800000,4800.0
Hoodi,2,1063.0,2.0,6117000,5754.47
Hoodi,2,1259.0,2.0,6945000,5516.28
Hoodi,1,711.0,1.0,4265000,5998.59
Hoodi,3,1559.0,3.0,8155000,5230.92
Hoodi,1,863.0,1.0,4054999,4698.72
Hoodi,3,1715.0,2.0,10000000,5830.9
Hoodi,3,1350.0,3.0,7000000,5185.19
Hoodi,2,1447.0,3.0,7600000,5252.25
Hoodi,3,2144.0,3.0,14000000,6529.85
Hoodi,2,1108.0,2.0,6645999,5998.19
Hoodi,3,1400.0,3.0,7400000,5285.71
Hoodi,3,1837.0,3.0,11000000,5988.02
Hoodi,4,3385.0,4.0,22000000,6499.26
Hoodi,3,1644.0,3.0,8051000,4897.2
Hoodi,2,1181.0,2.0,5500000,4657.07
Hoodi,3,1490.0,3.0,8500000,5704.7
Hoodi,2,1258.5,2.0,5913500,4698.85
Horamavu Agara,2,1200.0,2.0,4500000,3750.0
Horamavu Agara,3,1560.0,3.0,7500000,4807.69
Horamavu Agara,2,755.0,2.0,3749000,4965.56
Horamavu Agara,2,982.0,2.0,4765000,4852.34
Horamavu Agara,3,1650.0,2.0,7500000,4545.45
Horamavu Agara,2,950.0,2.0,3900000,4105.26
Horamavu Agara,3,1756.0,3.0,9200000,5239.18
Horamavu Agara,2,1106.0,2.0,4309000,3896.02
Horamavu Agara,2,1079.0,2.0,4100000,3799.81
Horamavu Agara,3,1265.0,2.0,6500000,5138.34
Horamavu Agara,2,1060.0,2.0,3700000,3490.57
Horamavu Agara,2,1107.83,2.0,4151000,3746.96
Horamavu Agara,2,980.0,2.0,3819000,3896.94
Horamavu Agara,3,1250.0,3.0,6500000,5200.0
Horamavu Agara,2,1145.0,2.0,4121000,3599.13
Horamavu Agara,5,2400.0,3.0,8000000,3333.33
Horamavu Agara,2,1000.0,2.0,4600000,4600.0
Horamavu Agara,2,760.0,2.0,3749000,4932.89
Horamavu Agara,2,1150.0,2.0,4200000,3652.17
Horamavu Agara,3,1364.0,2.0,5000000,3665.69
Horamavu Agara,2,750.0,2.0,3749000,4998.67
Horamavu Agara,1,625.0,1.0,2700000,4320.0
Horamavu Agara,2,1080.0,2.0,3800000,3518.52
Horamavu Agara,2,994.0,2.0,4228000,4253.52
Horamavu Agara,2,1107.83,2.0,4151000,3746.96
Horamavu Agara,3,1300.0,2.0,5200000,4000.0
Horamavu Agara,2,1090.0,2.0,4600000,4220.18
Horamavu Agara,3,1400.0,3.0,6300000,4500.0
Horamavu Agara,3,1557.0,3.0,7000000,4495.83
Horamavu Agara,2,1058.0,2.0,4700000,4442.34
Horamavu Banaswadi,3,1554.0,3.0,5500000,3539.25
Horamavu Banaswadi,3,1611.0,3.0,6600000,4096.83
Horamavu Banaswadi,2,1460.0,2.0,8050000,5513.7
Horamavu Banaswadi,2,1156.0,2.0,4600000,3979.24
Horamavu Banaswadi,2,1180.0,2.0,5800000,4915.25
Horamavu Banaswadi,2,1307.0,2.0,5160000,3947.97
Horamavu Banaswadi,2,1357.0,2.0,5400000,3979.37
Horamavu Banaswadi,2,925.0,2.0,3800000,4108.11
Horamavu Banaswadi,2,1272.0,2.0,4800000,3773.58
Horamavu Banaswadi,2,1225.0,2.0,4950000,4040.82
Horamavu Banaswadi,2,1272.0,2.0,5150000,4048.74
Horamavu Banaswadi,2,1272.0,2.0,5150000,4048.74
Horamavu Banaswadi,2,1156.0,2.0,4690000,4057.09
Horamavu Banaswadi,2,1200.0,2.0,4500000,3750.0
Horamavu Banaswadi,2,1254.0,2.0,4700000,3748.01
Horamavu Banaswadi,3,1610.0,3.0,6800000,4223.6
Horamavu Banaswadi,2,1210.0,2.0,5000000,4132.23
Horamavu Banaswadi,2,1357.0,2.0,5400000,3979.37
Horamavu Banaswadi,2,1272.0,2.0,5000000,3930.82
Horamavu Banaswadi,2,1200.0,2.0,4500000,3750.0
Horamavu Banaswadi,2,1025.0,2.0,4500000,4390.24
Horamavu Banaswadi,2,1081.0,2.0,5200000,4810.36
Horamavu Banaswadi,2,1000.0,2.0,5000000,5000.0
Hormavu,2,1500.0,2.0,7800000,5200.0
Hormavu,2,1150.0,2.0,5500000,4782.61
Hormavu,3,2100.0,3.0,7300000,3476.19
Hormavu,2,1180.0,2.0,5000000,4237.29
Hormavu,2,1200.0,2.0,6700000,5583.33
Hormavu,2,1200.0,3.0,7000000,5833.33
Hormavu,2,1175.0,2.0,5200000,4425.53
Hormavu,1,1351.0,2.0,5300000,3923.02
Hormavu,2,1141.0,2.0,4440000,3891.32
Hormavu,2,1130.0,2.0,4230000,3743.36
Hormavu,3,1500.0,3.0,7000000,4666.67
Hormavu,3,1725.0,3.0,8500000,4927.54
Hormavu,2,1153.0,2.0,6500000,5637.47
Hormavu,2,1150.0,2.0,5311000,4618.26
Hormavu,2,1123.0,2.0,5600000,4986.64
Hormavu,3,1385.0,2.0,6900000,4981.95
Hormavu,3,1617.5,3.0,7359500,4549.92
Hormavu,2,1030.0,2.0,4935000,4791.26
Hormavu,2,1018.0,2.0,5080000,4990.18
Hormavu,3,1555.0,3.0,7500000,4823.15
Hormavu,2,1143.0,2.0,5300000,4636.92
Hormavu,2,1100.0,2.0,3800000,3454.55
Hormavu,2,1000.0,2.0,5000000,5000.0
Hormavu,2,1200.0,2.0,6800000,5666.67
Hormavu,3,1553.0,2.0,5823000,3749.52
Hormavu,2,1200.0,2.0,6800000,5666.67
Hormavu,2,765.0,2.0,3749000,4900.65
Hormavu,3,1420.0,3.0,5800000,4084.51
Hormavu,2,1081.5,2.0,3866500,3575.13
Hormavu,2,1250.0,2.0,6000000,4800.0
Hormavu,2,965.0,2.0,3715000,3849.74
Hormavu,1,583.0,1.0,2827500,4849.91
Hormavu,2,1129.0,2.0,4400000,3897.25
Hormavu,3,1385.0,2.0,6925000,5000.0
Hormavu,2,1165.0,2.0,4000000,3433.48
Hormavu,2,1065.0,2.0,5092000,4781.22
Hormavu,2,1046.0,2.0,6000000,5736.14
Hormavu,2,1400.0,2.0,7500000,5357.14
Hormavu,3,1365.0,2.0,6500000,4761.9
Hormavu,2,1196.0,2.0,4480000,3745.82
Hormavu,2,1263.0,2.0,4736000,3749.8
Hormavu,2,1015.0,2.0,3908000,3850.25
Hormavu,3,1550.0,2.0,6000000,3870.97
Hormavu,2,1200.0,2.0,7300000,6083.33
Hormavu,2,1250.0,2.0,6500000,5200.0
Hormavu,3,1604.0,3.0,6800000,4239.4
Hormavu,2,1075.0,2.0,5370000,4995.35
Hormavu,2,980.0,2.0,4200000,4285.71
Hormavu,2,1075.0,2.0,5370000,4995.35
Hormavu,4,2282.0,4.0,11500000,5039.44
Hormavu,2,1206.0,2.0,5500000,4560.53
Hormavu,2,1310.0,2.0,6700000,5114.5
Hormavu,2,1310.0,2.0,6000000,4580.15
Hormavu,2,1020.0,2.0,4575000,4485.29
Hormavu,2,1210.0,2.0,6900000,5702.48
Hosa Road,3,1652.0,3.0,8500000,5145.28
Hosa Road,3,1639.0,3.0,8000000,4881.03
Hosa Road,2,1161.0,2.0,5515000,4750.22
Hosa Road,3,1726.0,3.0,8198999,4750.29
Hosa Road,2,1161.0,2.0,5515000,4750.22
Hosa Road,2,1365.0,2.0,9200000,6739.93
Hosa Road,2,1243.0,2.0,4850000,3901.85
Hosa Road,3,1541.0,3.0,6984000,4532.12
Hosa Road,3,1332.0,2.0,8612000,6465.47
Hosa Road,1,615.0,1.0,2829000,4600.0
Hosa Road,3,1318.0,2.0,8528000,6470.41
Hosa Road,2,1133.0,2.0,5200000,4589.59
Hosa Road,2,1016.0,2.0,4000000,3937.01
Hosa Road,2,972.0,2.0,4000000,4115.23
Hosa Road,2,1161.0,2.0,5515000,4750.22
Hosa Road,3,1532.0,3.0,9813000,6405.35
Hosa Road,3,1680.0,3.0,10100000,6011.9
Hosa Road,2,880.0,2.0,5000000,5681.82
Hosa Road,3,1533.0,3.0,9818000,6404.44
Hosa Road,2,1040.0,2.0,6859000,6595.19
Hosa Road,2,1040.0,2.0,6100000,5865.38
Hosa Road,3,2500.0,3.0,10000000,4000.0
Hosa Road,2,1245.0,2.0,6200000,4979.92
Hosa Road,3,1311.0,2.0,8486000,6472.92
Hosa Road,1,800.0,1.0,3999000,4998.75
Hosa Road,3,1726.0,3.0,8198999,4750.29
Hosa Road,2,1364.0,2.0,6479000,4750.0
Hosa Road,2,1016.0,2.0,4500000,4429.13
Hosa Road,3,1730.0,3.0,7259999,4196.53
Hosa Road,2,1360.0,2.0,7761000,5706.62
Hosa Road,2,1170.0,2.0,6500000,5555.56
Hosa Road,2,1161.0,2.0,5515000,4750.22
Hosa Road,3,1470.0,2.0,8422000,5729.25
Hosa Road,4,1708.0,3.0,6405000,3750.0
Hosa Road,2,1161.0,2.0,4875000,4198.97
Hosa Road,3,1541.0,3.0,6961000,4517.2
Hosa Road,2,1016.0,2.0,3995000,3932.09
Hosakerehalli,3,2378.0,3.0,26200000,11017.66
Hosakerehalli,3,2376.0,3.0,20300000,8543.77
Hosakerehalli,4,3205.0,5.0,38000000,11856.47
Hosakerehalli,4,3024.0,5.0,24800000,8201.06
Hosakerehalli,4,3024.0,5.0,35000000,11574.07
Hosakerehalli,5,2400.0,5.0,25000000,10416.67
Hosakerehalli,3,1817.0,4.0,15300000,8420.47
Hosakerehalli,2,1304.0,2.0,10000000,7668.71
Hosakerehalli,3,2480.0,3.0,24500000,9879.03
Hosakerehalli,2,925.0,2.0,4650000,5027.03
Hosakerehalli,3,2480.0,4.0,26000000,10483.87
Hosakerehalli,3,1596.0,3.0,7980000,5000.0
Hosakerehalli,3,1200.0,2.0,10000000,8333.33
Hosakerehalli,4,3205.0,4.0,30000000,9360.37
Hosakerehalli,4,3033.0,4.0,32600000,10748.43
Hosakerehalli,2,600.0,2.0,6500000,10833.33
Hosakerehalli,3,2480.0,4.0,26500000,10685.48
Hosakerehalli,2,925.0,2.0,4625000,5000.0
Hosakerehalli,3,2376.0,3.0,24000000,10101.01
Hosakerehalli,5,1500.0,6.0,14500000,9666.67
Hoskote,3,1250.0,3.0,5000000,4000.0
Hoskote,3,1225.0,3.0,4000000,3265.31
Hoskote,3,1740.0,3.0,6000000,3448.28
Hoskote,2,1170.0,2.0,4500000,3846.15
Hoskote,3,1250.0,3.0,2900000,2320.0
Hoskote,3,1200.0,3.0,5700000,4750.0
Hoskote,3,1069.0,2.0,3800000,3554.72
Hoskote,2,1095.0,2.0,3360000,3068.49
Hoskote,3,1695.0,3.0,5000000,2949.85
Hoskote,2,1065.0,2.0,3150000,2957.75
Hoskote,3,1395.0,2.0,6300000,4516.13
Hoskote,2,1065.0,2.0,2850000,2676.06
Hoskote,2,945.0,2.0,3500000,3703.7
Hoskote,2,1003.5,2.0,2809500,2799.7
Hoskote,2,1065.0,2.0,3375000,3169.01
Hoskote,1,509.0,1.0,2300000,4518.66
Hosur Road,2,1656.0,2.0,12000000,7246.38
Hosur Road,2,1194.0,2.0,6900000,5778.89
Hosur Road,3,1175.0,2.0,4800000,4085.11
Hosur Road,3,1145.0,2.0,6000000,5240.17
Hosur Road,5,3300.0,5.0,24000000,7272.73
Hosur Road,3,1510.0,2.0,10500000,6953.64
Hosur Road,3,1427.0,2.0,8063000,5650.32
Hosur Road,3,1508.0,2.0,11000000,7294.43
Hosur Road,1,460.0,1.0,2100000,4565.22
Hosur Road,3,1733.0,2.0,8500000,4904.79
Hosur Road,2,1179.0,2.0,4900000,4156.06
Hosur Road,2,950.0,2.0,6000000,6315.79
Hosur Road,2,1194.0,2.0,7164000,6000.0
Hosur Road,3,1766.0,3.0,13000000,7361.27
Hosur Road,3,1689.0,3.0,10300000,6098.28
Hosur Road,5,3600.0,5.0,18000000,5000.0
Hosur Road,2,1170.0,2.0,4800000,4102.56
Hosur Road,2,1250.0,2.0,5500000,4400.0
Hosur Road,3,1689.0,3.0,10300000,6098.28
Hosur Road,4,3000.0,4.0,16000000,5333.33
Hosur Road,4,2000.0,4.0,13000000,6500.0
Hosur Road,2,1250.0,2.0,6500000,5200.0
Hosur Road,3,1689.0,3.0,10300000,6098.28
Hosur Road,3,1685.0,3.0,9000000,5341.25
Hosur Road,2,1223.0,2.0,9300000,7604.25
Hosur Road,3,1919.0,3.0,11700000,6096.93
Hulimavu,2,1125.0,2.0,5000000,4444.44
Hulimavu,2,1242.0,2.0,5100000,4106.28
Hulimavu,3,1650.0,3.0,7800000,4727.27
Hulimavu,3,1823.0,3.0,10000000,5485.46
Hulimavu,2,1300.0,2.0,3600000,2769.23
Hulimavu,2,1080.0,2.0,4320000,4000.0
Hulimavu,2,1100.0,2.0,7150000,6500.0
Hulimavu,3,1758.0,3.0,6500000,3697.38
Hulimavu,1,688.0,1.0,5000000,7267.44
Hulimavu,2,1255.0,2.0,7300000,5816.73
Hulimavu,4,1200.0,4.0,7500000,6250.0
Hulimavu,2,1058.0,2.0,4800000,4536.86
Hulimavu,2,1375.0,2.0,8000000,5818.18
Hulimavu,2,1248.0,2.0,6900000,5528.85
Hulimavu,3,1818.0,3.0,13500000,7425.74
Hulimavu,2,1225.0,2.0,5500000,4489.8
Hulimavu,2,1255.0,2.0,7400000,5896.41
Hulimavu,2,1175.0,2.0,4500000,3829.79
Hulimavu,2,1255.0,2.0,6900000,5498.01
Hulimavu,2,1255.0,2.0,6600000,5258.96
Hulimavu,2,1127.0,2.0,6500000,5767.52
Hulimavu,2,1200.0,2.0,5000000,4166.67
Hulimavu,3,1450.0,3.0,7200000,4965.52
Hulimavu,2,1200.0,2.0,7500000,6250.0
Hulimavu,3,1430.0,2.0,9000000,6293.71
Hulimavu,2,850.0,1.0,3950000,4647.06
Hulimavu,2,1000.0,2.0,4500000,4500.0
Hulimavu,3,1320.0,2.0,5900000,4469.7
Hulimavu,4,2000.0,4.0,10000000,5000.0
Hulimavu,4,3560.0,5.0,31800000,8932.58
Hulimavu,2,1011.0,2.0,3800000,3758.65
Hulimavu,2,1276.0,2.0,7600000,5956.11
Hulimavu,2,1500.0,2.0,9000000,6000.0
Hulimavu,2,1315.0,2.0,6048000,4599.24
Hulimavu,2,1021.0,2.0,7600000,7443.68
Hulimavu,1,581.0,1.0,2900000,4991.39
Hulimavu,2,935.0,2.0,4500000,4812.83
Hulimavu,2,1050.0,2.0,12500000,11904.76
Hulimavu,3,1320.0,2.0,6500000,4924.24
Hulimavu,4,1200.0,4.0,7500000,6250.0
Hulimavu,3,1260.0,2.0,8200000,6507.94
Hulimavu,1,450.0,1.0,2000000,4444.44
Hulimavu,2,1231.0,2.0,8450000,6864.34
Hulimavu,3,1916.0,2.0,15000000,7828.81
Hulimavu,2,1115.0,2.0,4460000,4000.0
ISRO Layout,6,4400.0,6.0,25000000,5681.82
ISRO Layout,2,1000.0,2.0,6000000,6000.0
ISRO Layout,2,1180.0,2.0,5200000,4406.78
ISRO Layout,2,1000.0,2.0,6000000,6000.0
ISRO Layout,3,1310.0,2.0,6800000,5190.84
ISRO Layout,4,4200.0,4.0,25500000,6071.43
ISRO Layout,2,1050.0,2.0,5100000,4857.14
ISRO Layout,3,1370.0,2.0,8700000,6350.36
ITPL,3,1200.0,3.0,5612000,4676.67
ITPL,3,1548.0,3.0,8950000,5781.65
ITPL,3,1200.0,3.0,6840000,5700.0
ITPL,3,1200.0,3.0,5612000,4676.67
ITPL,3,1200.0,3.0,5612000,4676.67
ITPL,3,1500.0,3.0,6152000,4101.33
ITPL,4,5667.5,5.0,30000000,5293.34
Iblur Village,3,3235.0,3.0,23500000,7264.3
Iblur Village,4,3596.0,5.0,29000000,8064.52
Iblur Village,3,1920.0,3.0,13000000,6770.83
Iblur Village,3,1995.0,3.0,13500000,6766.92
Iblur Village,4,3596.0,5.0,28200000,7842.05
Iblur Village,3,1918.0,3.0,12900000,6725.76
Iblur Village,4,3596.0,5.0,25200000,7007.79
Iblur Village,3,2100.0,4.0,14500000,6904.76
Iblur Village,3,1920.0,3.0,15000000,7812.5
Iblur Village,3,1920.0,3.0,13000000,6770.83
Iblur Village,3,1920.0,3.0,15000000,7812.5
Iblur Village,3,2000.0,4.0,13800000,6900.0
Iblur Village,4,3596.0,5.0,26000000,7230.26
Iblur Village,4,3596.0,5.0,27900000,7758.62
Iblur Village,3,2666.0,4.0,20000000,7501.88
Iblur Village,5,5384.0,5.0,42000000,7800.89
Iblur Village,4,3596.0,5.0,29700000,8259.18
Iblur Village,5,5515.0,6.0,42500000,7706.26
Iblur Village,3,1920.0,3.0,13000000,6770.83
Iblur Village,4,3596.0,4.0,26800000,7452.73
Iblur Village,4,3596.0,5.0,25100000,6979.98
Indira Nagar,4,2200.0,4.0,20000000,9090.91
Indira Nagar,2,1200.0,2.0,9300000,7750.0
Indira Nagar,2,1128.0,2.0,10500000,9308.51
Indira Nagar,3,2800.0,3.0,33000000,11785.71
Indira Nagar,3,1650.0,3.0,20000000,12121.21
Indira Nagar,3,1875.0,3.0,18000000,9600.0
Indira Nagar,2,1210.0,2.0,10200000,8429.75
Indira Nagar,2,1224.0,2.0,10500000,8578.43
Indira Nagar,3,2070.0,3.0,22500000,10869.57
Indira Nagar,1,500.0,1.0,7000000,14000.0
Indira Nagar,2,1400.0,2.0,16800000,12000.0
Indira Nagar,4,2400.0,4.0,52500000,21875.0
Indira Nagar,3,1407.0,3.0,12000000,8528.78
Indira Nagar,2,1145.0,2.0,10000000,8733.62
Indira Nagar,2,1470.0,2.0,17000000,11564.63
Indira Nagar,3,2700.0,3.0,32400000,12000.0
Indira Nagar,1,850.0,1.0,5700000,6705.88
Indira Nagar,8,3250.0,8.0,60000000,18461.54
Indira Nagar,3,2601.0,4.0,31200000,11995.39
Indira Nagar,2,1260.0,2.0,10000000,7936.51
Indira Nagar,3,1740.0,3.0,19100000,10977.01
Indira Nagar,3,1650.0,3.0,22000000,13333.33
Indira Nagar,3,1700.0,3.0,15000000,8823.53
Indira Nagar,4,3200.0,3.0,25000000,7812.5
Indira Nagar,3,1440.0,3.0,27500000,19097.22
Indira Nagar,2,1475.0,2.0,17100000,11593.22
Indira Nagar,4,3200.0,4.0,44000000,13750.0
Indira Nagar,4,4000.0,4.0,70000000,17500.0
Indira Nagar,1,850.0,1.0,6000000,7058.82
Indira Nagar,4,2400.0,4.0,40500000,16875.0
Indira Nagar,5,1800.0,5.0,35000000,19444.44
Indira Nagar,3,1500.0,3.0,12000000,8000.0
Indira Nagar,3,2200.0,3.0,16000000,7272.73
Indira Nagar,3,1650.0,3.0,20000000,12121.21
Indira Nagar,4,2800.0,4.0,36500000,13035.71
Indira Nagar,2,1260.0,2.0,12000000,9523.81
Indira Nagar,2,1149.0,2.0,13000000,11314.19
Indira Nagar,3,1650.0,3.0,15000000,9090.91
Indira Nagar,6,2400.0,6.0,47500000,19791.67
JP Nagar,3,1850.0,3.0,15000000,8108.11
JP Nagar,2,1000.0,2.0,3500000,3500.0
JP Nagar,2,1100.0,2.0,7000000,6363.64
JP Nagar,2,940.0,2.0,4900000,5212.77
JP Nagar,3,2500.0,3.0,13500000,5400.0
JP Nagar,4,4624.5,4.0,31450000,6800.74
JP Nagar,2,1078.0,2.0,4500000,4174.4
JP Nagar,1,1050.0,1.0,4400000,4190.48
JP Nagar,2,1352.5,2.0,9386500,6940.11
JP Nagar,2,1200.0,2.0,6200000,5166.67
JP Nagar,2,1300.0,2.0,9087000,6990.0
JP Nagar,3,1315.0,2.0,8540000,6494.3
JP Nagar,3,1690.0,3.0,11200000,6627.22
JP Nagar,4,3000.0,4.0,14000000,4666.67
JP Nagar,4,3000.0,4.0,14000000,4666.67
JP Nagar,3,3300.0,4.0,16000000,4848.48
JP Nagar,3,1150.0,2.0,4990000,4339.13
JP Nagar,1,750.0,1.0,5250000,7000.0
JP Nagar,2,1200.0,2.0,7800000,6500.0
JP Nagar,3,1850.0,2.0,11000000,5945.95
JP Nagar,2,1100.0,2.0,4500000,4090.91
JP Nagar,2,1197.0,2.0,4788000,4000.0
JP Nagar,7,2700.0,4.0,16000000,5925.93
JP Nagar,3,1500.0,2.0,8200000,5466.67
JP Nagar,2,820.0,2.0,4500000,5487.8
JP Nagar,3,1750.0,3.0,12300000,7028.57
JP Nagar,3,1275.0,2.0,4360000,3419.61
JP Nagar,3,1600.0,3.0,8300000,5187.5
JP Nagar,4,3000.0,3.0,15000000,5000.0
JP Nagar,3,2050.0,3.0,8200000,4000.0
JP Nagar,1,745.0,1.0,3427000,4600.0
JP Nagar,6,1800.0,6.0,6800000,3777.78
JP Nagar,2,1150.0,2.0,9000000,7826.09
JP Nagar,3,1450.0,2.0,5500000,3793.1
JP Nagar,3,1960.0,3.0,13800000,7040.82
JP Nagar,4,1500.0,2.0,8700000,5800.0
JP Nagar,3,1590.0,2.0,8500000,5345.91
JP Nagar,2,1250.0,2.0,6000000,4800.0
JP Nagar,2,1125.0,2.0,3997999,3553.78
JP Nagar,3,2400.0,3.0,19600000,8166.67
JP Nagar,2,1300.0,2.0,9165000,7050.0
JP Nagar,2,1107.0,2.0,5700000,5149.05
JP Nagar,2,1250.0,2.0,9300000,7440.0
JP Nagar,3,1500.0,2.0,10800000,7200.0
JP Nagar,2,1405.0,2.0,9900000,7046.26
JP Nagar,2,1157.0,2.0,7300000,6309.42
JP Nagar,3,1500.0,2.0,8200000,5466.67
JP Nagar,2,1048.0,2.0,4400000,4198.47
Jakkur,2,1417.0,2.0,7500000,5292.87
Jakkur,3,1590.0,2.0,12500000,7861.64
Jakkur,2,1279.0,2.0,7700000,6020.33
Jakkur,3,1710.0,3.0,10700000,6257.31
Jakkur,3,1396.0,2.0,8651000,6196.99
Jakkur,3,1865.0,3.0,12400000,6648.79
Jakkur,2,1100.0,2.0,5335000,4850.0
Jakkur,3,1760.0,3.0,13900000,7897.73
Jakkur,2,1290.0,2.0,10000000,7751.94
Jakkur,2,1452.19,2.0,10000000,6886.15
Jakkur,3,1798.0,3.0,12000000,6674.08
